"Id","Position","First Name","Nickname","Last Name","FPPG","Played","Salary","Game","Team","Opponent","Injury Indicator","Injury Details","Tier","Probable Pitcher","Batting Order"
"37097-12848","P","Hector","Hector Rondon","Rondon","4.205128205128205","39","5500","OAK@HOU","HOU","OAK","","","","",""
"37097-12860","P","Zack","Zack Britton","Britton","4.813953488372093","43","5500","NYY@MIN","NYY","MIN","","","","",""
"37097-80446","P","Drew","Drew Steckenrider","Steckenrider","3.6666666666666665","15","5500","MIA@CWS","MIA","CWS","IL","Elbow","","",""
"37097-80461","P","Ryne","Ryne Harper","Harper","5.190476190476191","42","5500","NYY@MIN","MIN","NYY","","","","",""
"37097-80460","P","John","John Brebbia","Brebbia","7","42","5500","STL@PIT","STL","PIT","","","","",""
"37097-16982","P","Ryan","Ryan Tepera","Tepera","3","12","5500","CLE@TOR","TOR","CLE","IL","Elbow","","",""
"37097-16986","P","Alex","Alex Colome","Colome","4.9743589743589745","39","5500","MIA@CWS","CWS","MIA","","","","",""
"37097-80477","P","Hunter","Hunter Wood","Wood","7.588235294117647","17","5500","BOS@TAM","TAM","BOS","","","","",""
"37097-80478","P","Reymin","Reymin Guduan","Guduan","2.7142857142857144","7","5500","OAK@HOU","HOU","OAK","","","","",""
"37097-80482","P","Randy","Randy Rosario","Rosario","3.6153846153846154","13","5500","CHC@SFG","CHC","SFG","","","","",""
"37097-21096","P","Erasmo","Erasmo Ramirez","Ramirez","0","1","5500","BOS@TAM","BOS","TAM","","","","",""
"37097-21097","P","Taijuan","Taijuan Walker","Walker","18.333333333333332","3","5500","BAL@ARI","ARI","BAL","IL","Shoulder","","",""
"37097-17002","P","Evan","Evan Marshall","Marshall","4.344827586206897","29","5500","MIA@CWS","CWS","MIA","","","","",""
"37097-82538","P","Darwinzon","Darwinzon Hernandez","Hernandez","14","5","5500","BOS@TAM","BOS","TAM","","","","",""
"37097-82543","P","Mike","Mike Shawaryn","Shawaryn","7.75","8","5500","BOS@TAM","BOS","TAM","","","","",""
"37097-23151","P","Sam","Sam Dyson","Dyson","5.8","45","5500","CHC@SFG","SFG","CHC","","","","",""
"37097-17017","P","Sean","Sean Gilmartin","Gilmartin","-5","1","5500","BAL@ARI","BAL","ARI","","","","",""
"37097-82557","P","Aaron","Aaron Civale","Civale","46","1","5500","CLE@TOR","CLE","TOR","","","","",""
"37097-21118","P","Danny","Danny Salazar","Salazar","0","0","5500","CLE@TOR","CLE","TOR","IL","Shoulder","","",""
"37097-70271","P","Carlos","Carlos Estevez","Estevez","5.6521739130434785","46","5500","COL@WAS","COL","WAS","","","","",""
"37097-17026","P","Heath","Heath Hembree","Hembree","5.131578947368421","38","5500","BOS@TAM","BOS","TAM","","","","",""
"37097-82564","P","Yency","Yency Almonte","Almonte","5.3","10","5500","COL@WAS","COL","WAS","","","","",""
"37097-12934","P","Tyler","Tyler Chatwood","Chatwood","9.043478260869565","23","5500","CHC@SFG","CHC","SFG","","","","",""
"37097-62087","P","Miguel","Miguel Castro","Castro","4.871794871794871","39","5500","BAL@ARI","BAL","ARI","","","","",""
"37097-12937","P","Manny","Manny Banuelos","Banuelos","13.538461538461538","13","5500","MIA@CWS","CWS","MIA","IL","Shoulder","","",""
"37097-17036","P","Dan","Dan Otero","Otero","3.25","20","5500","CLE@TOR","CLE","TOR","IL","Shoulder","","",""
"37097-53903","P","Jon","Jon Edwards","Edwards","5","9","5500","CLE@TOR","CLE","TOR","","","","",""
"37097-17054","P","Cody","Cody Allen","Allen","4.32","25","5500","NYY@MIN","MIN","NYY","","","","",""
"37097-109217","P","Phillip","Phillip Diehl","Diehl","0","1","5500","COL@WAS","COL","WAS","","","","",""
"37097-17058","P","Blake","Blake Parker","Parker","4.833333333333333","36","5500","NYY@MIN","MIN","NYY","","","","",""
"37097-111267","P","Pedro","Pedro Payano","Payano","3","1","5500","TEX@SEA","TEX","SEA","","","","",""
"37097-111268","P","Daniel","Daniel Camarena","Camarena","0","0","5500","NYY@MIN","NYY","MIN","","","","",""
"37097-17065","P","Blake","Blake Treinen","Treinen","5.361111111111111","36","5500","OAK@HOU","OAK","HOU","","","","",""
"37097-82604","P","Corbin","Corbin Burnes","Burnes","6.9","30","5500","CIN@MIL","MIL","CIN","IL","Shoulder","","",""
"37097-80569","P","Daniel","Daniel Gossett","Gossett","14.2","5","5500","OAK@HOU","OAK","HOU","IL","Elbow","","",""
"37097-80568","P","Edgar","Edgar Santana","Santana","4.449275362318841","69","5500","STL@PIT","PIT","STL","IL","Elbow","","",""
"37097-80571","P","Phil","Phil Maton","Maton","3.3333333333333335","21","5500","CLE@TOR","CLE","TOR","","","","",""
"37097-80570","P","Jimmy","Jimmy Yacabonis","Yacabonis","5.043478260869565","23","5500","BAL@ARI","BAL","ARI","","","","",""
"37097-53953","P","Keone","Keone Kela","Kela","4","14","5500","STL@PIT","PIT","STL","IL","Shoulder","","",""
"37097-82629","P","Luis","Luis Escobar","Escobar","6.5","2","5500","STL@PIT","PIT","STL","","","","",""
"37097-82631","P","Taylor","Taylor Hearn","Hearn","-11","1","5500","TEX@SEA","TEX","SEA","IL","Elbow","","",""
"37097-82639","P","Ryan","Ryan Helsley","Helsley","8","8","5500","STL@PIT","STL","PIT","","","","",""
"37097-82638","P","Jordan","Jordan Hicks","Hicks","5.551724137931035","29","5500","STL@PIT","STL","PIT","IL","Elbow","","",""
"37097-13010","P","David","David Phelps","Phelps","5.285714285714286","14","5500","CLE@TOR","TOR","CLE","","","","",""
"37097-17109","P","Oliver","Oliver Drake","Drake","5.913043478260869","23","5500","BOS@TAM","TAM","BOS","","","","",""
"37097-17112","P","Tyler","Tyler Thornburg","Thornburg","4.625","16","5500","BOS@TAM","BOS","TAM","DTD","Hip","","",""
"37097-21210","P","Mychal","Mychal Givens","Givens","6.757575757575758","33","5500","BAL@ARI","BAL","ARI","","","","",""
"37097-21211","P","Mike","Mike Wright","Wright","5.2631578947368425","19","5500","TEX@SEA","SEA","TEX","","","","",""
"37097-17123","P","Chris","Chris Rusin","Rusin","-4.5","2","5500","COL@WAS","COL","WAS","","","","",""
"37097-17124","P","Chad","Chad Bettis","Bettis","5.193548387096774","31","5500","COL@WAS","COL","WAS","","","","",""
"37097-53990","P","Shawn","Shawn Armstrong","Armstrong","4.935483870967742","31","5500","BAL@ARI","BAL","ARI","","","","",""
"37097-62196","P","Roberto","Roberto Osuna","Osuna","5.829268292682927","41","5500","OAK@HOU","HOU","OAK","","","","",""
"37097-84731","P","Evan","Evan Phillips","Phillips","5.125","16","5500","BAL@ARI","BAL","ARI","","","","",""
"37097-39686","P","Carlos","Carlos Martinez","Martinez","6.090909090909091","22","5500","STL@PIT","STL","PIT","","","","",""
"37097-68370","P","Tony","Tony Barnette","Barnette","0.5","2","5500","CHC@SFG","CHC","SFG","DTD","Personal","","",""
"37097-13078","P","Brad","Brad Brach","Brach","4.783783783783784","37","5500","CHC@SFG","CHC","SFG","","","","",""
"37097-103223","P","David","David McKay","McKay","3.4285714285714284","7","5500","TEX@SEA","SEA","TEX","","","","",""
"37097-70482","P","J.B.","J.B. Wendelken","Wendelken","6.095238095238095","21","5500","OAK@HOU","OAK","HOU","","","","",""
"37097-13140","P","Cory","Cory Gearrin","Gearrin","3.725","40","5500","TEX@SEA","SEA","TEX","","","","",""
"37097-82775","P","Nestor","Nestor Cortes Jr.","Cortes Jr.","13.571428571428571","14","5500","NYY@MIN","NYY","MIN","","","","",""
"37097-62297","P","Tyler","Tyler Olson","Olson","3.7714285714285714","35","5500","CLE@TOR","CLE","TOR","","","","",""
"37097-11108","P","Aroldis","Aroldis Chapman","Chapman","6.5","40","5500","NYY@MIN","NYY","MIN","","","","",""
"37097-68458","P","Seunghwan","Seunghwan Oh","Oh","3.0476190476190474","21","5500","COL@WAS","COL","WAS","IL","Elbow","","",""
"37097-68465","P","Yoan","Yoan Lopez","Lopez","4.0227272727272725","44","5500","BAL@ARI","ARI","BAL","","","","",""
"37097-23409","P","Dan","Dan Straily","Straily","7","14","5500","BAL@ARI","BAL","ARI","","","","",""
"37097-68467","P","Chris","Chris Ellis","Ellis","3","1","5500","STL@PIT","STL","PIT","","","","",""
"37097-70517","P","Chad","Chad Green","Green","6.7272727272727275","33","5500","NYY@MIN","NYY","MIN","","","","",""
"37097-15222","P","Wilmer","Wilmer Font","Font","8.307692307692308","26","5500","CLE@TOR","TOR","CLE","","","","",""
"37097-15225","P","Liam","Liam Hendriks","Hendriks","8.130434782608695","46","5500","OAK@HOU","OAK","HOU","","","","",""
"37097-82811","P","Pedro","Pedro Araujo","Araujo","-4","1","5500","BAL@ARI","BAL","ARI","","","","",""
"37097-68474","P","Josh","Josh Hader","Hader","10.514285714285714","35","5500","CIN@MIL","MIL","CIN","","","","",""
"37097-68476","P","Taylor","Taylor Rogers","Rogers","7.837837837837838","37","5500","NYY@MIN","MIN","NYY","","","","",""
"37097-68479","P","Gabriel","Gabriel Ynoa","Ynoa","9.421052631578947","19","5500","BAL@ARI","BAL","ARI","","","","",""
"37097-13183","P","Dellin","Dellin Betances","Betances","7.712121212121212","66","5500","NYY@MIN","NYY","MIN","IL","Lat","","",""
"37097-103297","P","Matt","Matt Wotherspoon","Wotherspoon","-2","2","5500","BAL@ARI","BAL","ARI","","","","",""
"37097-68484","P","Chad","Chad Kuhl","Kuhl","23.944444444444443","18","5500","STL@PIT","PIT","STL","IL","Elbow","","",""
"37097-68487","P","Tayron","Tayron Guerrero","Guerrero","4.378378378378378","37","5500","MIA@CWS","MIA","CWS","","","","",""
"37097-13192","P","Tony","Tony Watson","Watson","4.261904761904762","42","5500","CHC@SFG","SFG","CHC","","","","",""
"37097-15242","P","Xavier","Xavier Cedeno","Cedeno","1.8","5","5500","CHC@SFG","CHC","SFG","IL","Arm","","",""
"37097-95115","P","Josh","Josh Rogers","Rogers","3.2","5","5500","BAL@ARI","BAL","ARI","IL","Elbow","","",""
"37097-82836","P","Julian","Julian Fernandez","Fernandez","0","0","5500","MIA@CWS","MIA","CWS","IL","Elbow","","",""
"37097-68505","P","Carson","Carson Fulmer","Fulmer","6.166666666666667","12","5500","MIA@CWS","CWS","MIA","","","","",""
"37097-13213","P","Tim","Tim Collins","Collins","3.25","8","5500","CHC@SFG","CHC","SFG","","","","",""
"37097-68510","P","Amir","Amir Garrett","Garrett","6.627906976744186","43","5500","CIN@MIL","CIN","MIL","","","","",""
"37097-39843","P","Burch","Burch Smith","Smith","8.833333333333334","6","5500","CIN@MIL","MIL","CIN","","","","",""
"37097-80804","P","Tyler","Tyler Webb","Webb","3.4444444444444446","36","5500","STL@PIT","STL","PIT","","","","",""
"37097-80807","P","Chasen","Chasen Bradford","Bradford","4.666666666666667","12","5500","TEX@SEA","SEA","TEX","IL","Elbow","","",""
"37097-52141","P","Lucas","Lucas Sims","Sims","19.666666666666668","3","5500","CIN@MIL","CIN","MIL","","","","",""
"37097-68527","P","Jose","Jose De Leon","De Leon","0","0","5500","BOS@TAM","TAM","BOS","","","","",""
"37097-52146","P","Carl","Carl Edwards Jr.","Edwards Jr.","3.9473684210526314","19","5500","CHC@SFG","CHC","SFG","","","","",""
"37097-68530","P","Jarlin","Jarlin Garcia","Garcia","5.346153846153846","26","5500","MIA@CWS","MIA","CWS","","","","",""
"37097-70578","P","Cody","Cody Reed","Reed","12.333333333333334","3","5500","CIN@MIL","CIN","MIL","IL","Knee","","",""
"37097-52152","P","Robert","Robert Stephenson","Stephenson","6.71875","32","5500","CIN@MIL","CIN","MIL","","","","",""
"37097-70585","P","Richard","Richard Bleier","Bleier","2.5185185185185186","27","5500","BAL@ARI","BAL","ARI","","","","",""
"37097-70584","P","Ryan","Ryan Garton","Garton","0","2","5500","TEX@SEA","SEA","TEX","","","","",""
"37097-68541","P","Taylor","Taylor Williams","Williams","3.2857142857142856","7","5500","CIN@MIL","MIL","CIN","","","","",""
"37097-68540","P","Rookie","Rookie Davis","Davis","7.6","5","5500","STL@PIT","PIT","STL","IL","Forearm","","",""
"37097-64446","P","Kyle","Kyle Barraclough","Barraclough","3.6875","32","5500","COL@WAS","WAS","COL","","","","",""
"37097-52159","P","Lance","Lance McCullers Jr.","McCullers Jr.","30.32","25","5500","OAK@HOU","HOU","OAK","IL","Elbow","","",""
"37097-80832","P","Trevor","Trevor Hildenberger","Hildenberger","3","19","5500","NYY@MIN","MIN","NYY","IL","Arm","","",""
"37097-52165","P","Sean","Sean Manaea","Manaea","27.62962962962963","27","5500","OAK@HOU","OAK","HOU","IL","Shoulder","","",""
"37097-52169","P","Kohl","Kohl Stewart","Stewart","15.333333333333334","3","5500","NYY@MIN","MIN","NYY","","","","",""
"37097-68552","P","Sam","Sam Coonrod","Coonrod","3.75","4","5500","CHC@SFG","SFG","CHC","","","","",""
"37097-80849","P","Adam","Adam Kolarek","Kolarek","3.673469387755102","49","5500","BOS@TAM","TAM","BOS","","","","",""
"37097-52177","P","Jesse","Jesse Biddle","Biddle","2.8","30","5500","TEX@SEA","TEX","SEA","IL","Shoulder","","",""
"37097-5074","P","Tyler","Tyler Clippard","Clippard","5.214285714285714","28","5500","CLE@TOR","CLE","TOR","","","","",""
"37097-52181","P","Nick","Nick Kingham","Kingham","7.208333333333333","24","5500","CLE@TOR","TOR","CLE","","","","",""
"37097-13271","P","Will","Will Smith","Smith","6.880952380952381","42","5500","CHC@SFG","SFG","CHC","","","","",""
"37097-52184","P","Matt","Matt Wisler","Wisler","6.84","25","5500","TEX@SEA","SEA","TEX","","","","",""
"37097-80856","P","Luke","Luke Farrell","Farrell","8.75","20","5500","TEX@SEA","TEX","SEA","IL","Jaw","","",""
"37097-62426","P","Josh","Josh Smith","Smith","7.9","10","5500","BOS@TAM","BOS","TAM","","","","",""
"37097-52189","P","Taylor","Taylor Guerrieri","Guerrieri","3.3333333333333335","3","5500","TEX@SEA","TEX","SEA","","","","",""
"37097-82911","P","Adam","Adam Cimber","Cimber","4.325581395348837","43","5500","CLE@TOR","CLE","TOR","","","","",""
"37097-52191","P","Kyle","Kyle Crick","Crick","5.5","36","5500","STL@PIT","PIT","STL","","","","",""
"37097-70624","P","Chris","Chris Stratton","Stratton","9.705882352941176","17","5500","STL@PIT","PIT","STL","","","","",""
"37097-52196","P","A.J.","A.J. Cole","Cole","6.0476190476190474","21","5500","CLE@TOR","CLE","TOR","","","","",""
"37097-70629","P","Jacob","Jacob Barnes","Barnes","4.777777777777778","18","5500","CIN@MIL","MIL","CIN","IL","Undisclosed","","",""
"37097-82918","P","Bobby","Bobby Poyner","Poyner","-1","3","5500","BOS@TAM","BOS","TAM","","","","",""
"37097-15336","P","Kelvin","Kelvin Herrera","Herrera","3.3947368421052633","38","5500","MIA@CWS","CWS","MIA","IL","Oblique","","",""
"37097-82922","P","Tyler","Tyler Kinley","Kinley","4.88","25","5500","MIA@CWS","MIA","CWS","","","","",""
"37097-62444","P","Matt","Matt Grace","Grace","2.6097560975609757","41","5500","COL@WAS","WAS","COL","","","","",""
"37097-5107","P","Sergio","Sergio Romo","Romo","4.638888888888889","36","5500","MIA@CWS","MIA","CWS","","","","",""
"37097-13312","P","Ryan","Ryan Brasier","Brasier","4.113636363636363","44","5500","BOS@TAM","BOS","TAM","","","","",""
"37097-68619","P","Matt","Matt Bowman","Bowman","4.444444444444445","18","5500","CIN@MIL","CIN","MIL","","","","",""
"37097-82975","P","Yefry","Yefry Ramirez","Ramirez","10","4","5500","STL@PIT","PIT","STL","","","","",""
"37097-82974","P","Tanner","Tanner Rainey","Rainey","5.653846153846154","26","5500","COL@WAS","WAS","COL","","","","",""
"37097-82986","P","Colten","Colten Brewer","Brewer","4.7317073170731705","41","5500","BOS@TAM","BOS","TAM","","","","",""
"37097-68653","P","Luis","Luis Cessa","Cessa","8.64","25","5500","NYY@MIN","NYY","MIN","","","","",""
"37097-68654","P","John","John Gant","Gant","6.093023255813954","43","5500","STL@PIT","STL","PIT","","","","",""
"37097-68661","P","Joe","Joe Biagini","Biagini","5.066666666666666","45","5500","CLE@TOR","TOR","CLE","","","","",""
"37097-82997","P","Gerson","Gerson Bautista","Bautista","1.7142857142857142","7","5500","TEX@SEA","SEA","TEX","","","","",""
"37097-82998","P","Lou","Lou Trivino","Trivino","4.790697674418604","43","5500","OAK@HOU","OAK","HOU","","","","",""
"37097-11325","P","Sean","Sean Doolittle","Doolittle","6.285714285714286","42","5500","COL@WAS","WAS","COL","","","","",""
"37097-21565","P","Ryan","Ryan Buchter","Buchter","3.255813953488372","43","5500","OAK@HOU","OAK","HOU","","","","",""
"37097-58434","P","Kendall","Kendall Graveman","Graveman","15.857142857142858","7","5500","CHC@SFG","CHC","SFG","IL","Elbow","","",""
"37097-11333","P","Craig","Craig Kimbrel","Kimbrel","5.222222222222222","9","5500","CHC@SFG","CHC","SFG","","","","",""
"37097-11335","P","Jay","Jay Jackson","Jackson","5.666666666666667","6","5500","CIN@MIL","MIL","CIN","","","","",""
"37097-13383","P","Neil","Neil Ramirez","Ramirez","4.625","16","5500","CLE@TOR","CLE","TOR","","","","",""
"37097-23626","P","Will","Will Harris","Harris","4.658536585365853","41","5500","OAK@HOU","HOU","OAK","","","","",""
"37097-5203","P","Fernando","Fernando Rodney","Rodney","3","26","5500","COL@WAS","WAS","COL","","","","",""
"37097-13404","P","Anthony","Anthony Bass","Bass","4.7894736842105265","19","5500","TEX@SEA","SEA","TEX","","","","",""
"37097-13410","P","David","David Carpenter","Carpenter","-4","1","5500","TEX@SEA","TEX","SEA","","","","",""
"37097-72809","P","Austin","Austin Brice","Brice","7.275862068965517","29","5500","MIA@CWS","MIA","CWS","IL","Forearm","","",""
"37097-13418","P","Alex","Alex Wilson","Wilson","3.3076923076923075","13","5500","CIN@MIL","MIL","CIN","","","","",""
"37097-13421","P","Arodys","Arodys Vizcaino","Vizcaino","8.25","4","5500","TEX@SEA","SEA","TEX","IL","Shoulder","","",""
"37097-5230","P","Joe","Joe Smith","Smith","2.3333333333333335","3","5500","OAK@HOU","HOU","OAK","","","","",""
"37097-83055","P","Harrison","Harrison Musgrave","Musgrave","5.4","10","5500","COL@WAS","COL","WAS","","","","",""
"37097-5231","P","Tony","Tony Sipp","Sipp","2.4838709677419355","31","5500","COL@WAS","WAS","COL","","","","",""
"37097-38001","P","Matt","Matt Barnes","Barnes","6.767441860465116","43","5500","BOS@TAM","BOS","TAM","","","","",""
"37097-85104","P","Alex","Alex McRae","McRae","11.5","4","5500","STL@PIT","PIT","STL","","","","",""
"37097-85107","P","James","James Norwood","Norwood","6","1","5500","CHC@SFG","CHC","SFG","","","","",""
"37097-54403","P","Trevor","Trevor Gott","Gott","6.162162162162162","37","5500","CHC@SFG","SFG","CHC","","","","",""
"37097-11403","P","Jonny","Jonny Venters","Venters","2.25","12","5500","COL@WAS","WAS","COL","IL","Shoulder","","",""
"37097-13458","P","Nate","Nate Jones","Jones","3.769230769230769","13","5500","MIA@CWS","CWS","MIA","IL","Forearm","","",""
"37097-38036","P","T.J.","T.J. McFarland","McFarland","4.363636363636363","22","5500","BAL@ARI","ARI","BAL","","","","",""
"37097-81044","P","Austin","Austin Adams","Adams","8.090909090909092","22","5500","TEX@SEA","SEA","TEX","IL","Shoulder","","",""
"37097-5270","P","David","David Hernandez","Hernandez","4.395348837209302","43","5500","CIN@MIL","CIN","MIL","IL","Shoulder","","",""
"37097-38041","P","Ryan","Ryan Pressly","Pressly","6.651162790697675","43","5500","OAK@HOU","HOU","OAK","","","","",""
"37097-81052","P","Andrew","Andrew Kittredge","Kittredge","7.538461538461538","13","5500","BOS@TAM","TAM","BOS","","","","",""
"37097-38051","P","Felipe","Felipe Vazquez","Vazquez","8","38","5500","STL@PIT","PIT","STL","","","","",""
"37097-83116","P","Wander","Wander Suero","Suero","4.913043478260869","46","5500","COL@WAS","WAS","COL","","","","",""
"37097-85164","P","Matt","Matt Festa","Festa","3.6842105263157894","19","5500","TEX@SEA","SEA","TEX","","","","",""
"37097-38067","P","Matt","Matt Magill","Magill","5.821428571428571","28","5500","TEX@SEA","SEA","TEX","","","","",""
"37097-38083","P","Tyler","Tyler Lyons","Lyons","6","3","5500","STL@PIT","PIT","STL","","","","",""
"37097-38084","P","Michael","Michael Blazek","Blazek","0","0","5500","COL@WAS","WAS","COL","","","","",""
"37097-38096","P","David","David Hale","Hale","9.058823529411764","17","5500","NYY@MIN","NYY","MIN","","","","",""
"37097-83159","P","Diego","Diego Castillo","Castillo","5.5675675675675675","37","5500","BOS@TAM","TAM","BOS","","","","",""
"37097-60632","P","Kyle","Kyle Freeland","Freeland","16.357142857142858","14","5500","COL@WAS","COL","WAS","","","","",""
"37097-83165","P","Lewis","Lewis Thorpe","Thorpe","30","1","5500","NYY@MIN","MIN","NYY","","","","",""
"37097-13534","P","Javy","Javy Guerra","Guerra","5.333333333333333","30","5500","COL@WAS","WAS","COL","","","","",""
"37097-83166","P","Zack","Zack Littell","Littell","6.461538461538462","13","5500","NYY@MIN","MIN","NYY","","","","",""
"37097-60640","P","Nick","Nick Burdi","Burdi","5.636363636363637","11","5500","STL@PIT","PIT","STL","IL","Collarbone","","",""
"37097-83169","P","Williams","Williams Jerez","Jerez","9","2","5500","CHC@SFG","SFG","CHC","","","","",""
"37097-83170","P","Thomas","Thomas Pannone","Pannone","7.16","25","5500","CLE@TOR","TOR","CLE","","","","",""
"37097-60646","P","Ben","Ben Lively","Lively","-3","1","5500","BAL@ARI","ARI","BAL","","","","",""
"37097-38122","P","Jake","Jake Petricka","Petricka","4","6","5500","TEX@SEA","TEX","SEA","","","","",""
"37097-79084","P","Tanner","Tanner Scott","Scott","6.538461538461538","13","5500","BAL@ARI","BAL","ARI","","","","",""
"37097-79088","P","Travis","Travis Lakins","Lakins","3.5714285714285716","7","5500","BOS@TAM","BOS","TAM","","","","",""
"37097-83193","P","Jesus","Jesus Tinoco","Tinoco","5.142857142857143","7","5500","COL@WAS","COL","WAS","","","","",""
"37097-83194","P","Sam","Sam Howard","Howard","3","4","5500","COL@WAS","COL","WAS","","","","",""
"37097-13564","P","Chaz","Chaz Roe","Roe","3.7","40","5500","BOS@TAM","TAM","BOS","","","","",""
"37097-85248","P","DJ","DJ Johnson","Johnson","2.0714285714285716","14","5500","COL@WAS","COL","WAS","","","","",""
"37097-38148","P","Steven","Steven Wright","Wright","2.6666666666666665","6","5500","BOS@TAM","BOS","TAM","IL","Foot","","",""
"37097-101636","P","Branden","Branden Kline","Kline","4.85","20","5500","BAL@ARI","BAL","ARI","","","","",""
"37097-5384","P","Shawn","Shawn Kelley","Kelley","6","32","5500","TEX@SEA","TEX","SEA","DTD","Undisclosed","","",""
"37097-72971","P","Ben","Ben Heller","Heller","0","0","5500","NYY@MIN","NYY","MIN","IL","Elbow","","",""
"37097-38183","P","Nate","Nate Karns","Karns","7.75","4","5500","BAL@ARI","BAL","ARI","IL","Forearm","","",""
"37097-85286","P","Ian","Ian Gibaut","Gibaut","6","1","5500","BOS@TAM","TAM","BOS","","","","",""
"37097-85289","P","Nick","Nick Anderson","Anderson","6.536585365853658","41","5500","MIA@CWS","MIA","CWS","","","","",""
"37097-5426","P","Luke","Luke Gregerson","Gregerson","1.3333333333333333","6","5500","STL@PIT","STL","PIT","","","","",""
"37097-73024","P","Matt","Matt Carasiti","Carasiti","3.888888888888889","9","5500","TEX@SEA","SEA","TEX","","","","",""
"37097-13635","P","Brad","Brad Hand","Hand","7.372093023255814","43","5500","CLE@TOR","CLE","TOR","","","","",""
"37097-13637","P","Dan","Dan Jennings","Jennings","3.25","8","5500","NYY@MIN","NYY","MIN","","","","",""
"37097-79172","P","Luis","Luis Ortiz","Ortiz","7","1","5500","BAL@ARI","BAL","ARI","","","","",""
"37097-38217","P","Tommy","Tommy Kahnle","Kahnle","5.622222222222222","45","5500","NYY@MIN","NYY","MIN","","","","",""
"37097-38228","P","Trevor","Trevor May","May","5.075","40","5500","NYY@MIN","MIN","NYY","","","","",""
"37097-21846","P","Chris","Chris Devenski","Devenski","5.8108108108108105","37","5500","OAK@HOU","HOU","OAK","","","","",""
"37097-79197","P","Chance","Chance Adams","Adams","11.25","4","5500","NYY@MIN","NYY","MIN","","","","",""
"37097-79198","P","Justus","Justus Sheffield","Sheffield","12","1","5500","TEX@SEA","SEA","TEX","","","","",""
"37097-38246","P","Tyler","Tyler Anderson","Anderson","10","5","5500","COL@WAS","COL","WAS","IL","Knee","","",""
"37097-38251","P","Hunter","Hunter Strickland","Strickland","2.3333333333333335","3","5500","TEX@SEA","SEA","TEX","IL","Lat","","",""
"37097-62827","P","Michael","Michael Feliz","Feliz","5.535714285714286","28","5500","STL@PIT","PIT","STL","","","","",""
"37097-79217","P","Mitch","Mitch Keller","Keller","13","3","5500","STL@PIT","PIT","STL","","","","",""
"37097-5498","P","Johnny","Johnny Cueto","Cueto","28.22222222222222","9","5500","CHC@SFG","SFG","CHC","IL","Elbow","","",""
"37097-13692","P","Allen","Allen Webster","Webster","3.5","12","5500","CHC@SFG","CHC","SFG","IL","Arm","","",""
"37097-79232","P","Clay","Clay Holmes","Holmes","6.714285714285714","21","5500","STL@PIT","PIT","STL","","","","",""
"37097-13709","P","Deolis","Deolis Guerra","Guerra","0","0","5500","CIN@MIL","MIL","CIN","","","","",""
"37097-38287","P","Josh","Josh Osich","Osich","4.233333333333333","30","5500","MIA@CWS","CWS","MIA","","","","",""
"37097-62871","P","Junior","Junior Guerra","Guerra","5.6976744186046515","43","5500","CIN@MIL","MIL","CIN","","","","",""
"37097-79259","P","Jake","Jake Faria","Faria","7.5","6","5500","BOS@TAM","TAM","BOS","","","","",""
"37097-79258","P","Ryne","Ryne Stanek","Stanek","7","41","5500","BOS@TAM","TAM","BOS","IL","Hip","","",""
"37097-21919","P","Matt","Matt Andriese","Andriese","6.054054054054054","37","5500","BAL@ARI","ARI","BAL","IL","Foot","","",""
"37097-38303","P","Andrew","Andrew Chafin","Chafin","3.8541666666666665","48","5500","BAL@ARI","ARI","BAL","","","","",""
"37097-38304","P","Archie","Archie Bradley","Bradley","6.394736842105263","38","5500","BAL@ARI","ARI","BAL","","","","",""
"37097-38306","P","Adam","Adam Conley","Conley","3.4871794871794872","39","5500","MIA@CWS","MIA","CWS","","","","",""
"37097-101795","P","James","James Bourque","Bourque","-10","1","5500","COL@WAS","WAS","COL","","","","",""
"37097-79266","P","Brett","Brett Martin","Martin","4.758620689655173","29","5500","TEX@SEA","TEX","SEA","","","","",""
"37097-79269","P","Connor","Connor Sadzeck","Sadzeck","6.55","20","5500","TEX@SEA","SEA","TEX","IL","Elbow","","",""
"37097-101797","P","Ruben","Ruben Alaniz","Alaniz","0.75","4","5500","CIN@MIL","CIN","MIL","","","","",""
"37097-101809","P","Josh","Josh Taylor","Taylor","5.809523809523809","21","5500","BOS@TAM","BOS","TAM","","","","",""
"37097-101815","P","Jimmy","Jimmy Herget","Herget","0.6666666666666666","3","5500","CIN@MIL","CIN","MIL","","","","",""
"37097-5566","P","Brett","Brett Cecil","Cecil","2.15","40","5500","STL@PIT","STL","PIT","IL","Wrist","","",""
"37097-101825","P","Jose","Jose Quijada","Quijada","4.357142857142857","14","5500","MIA@CWS","MIA","CWS","","","","",""
"37097-101834","P","Joseph","Joseph Harvey","Harvey","6","9","5500","NYY@MIN","NYY","MIN","","","","",""
"37097-5587","P","Matt","Matt Albers","Albers","4.975609756097561","41","5500","CIN@MIL","MIL","CIN","","","","",""
"37097-13783","P","Hector","Hector Santiago","Santiago","3.75","8","5500","MIA@CWS","CWS","MIA","","","","",""
"37097-101846","P","Erik","Erik Swanson","Swanson","12.75","8","5500","TEX@SEA","SEA","TEX","","","","",""
"37097-101849","P","Wei-Chieh","Wei-Chieh Huang","Huang","4.25","4","5500","TEX@SEA","TEX","SEA","","","","",""
